categoria,ent,fecha,popularity_score
Restaurantes,Aguascalientes,6/19/2016,52
Restaurantes,Aguascalientes,6/26/2016,54
Restaurantes,Aguascalientes,7/3/2016,43
Restaurantes,Aguascalientes,7/10/2016,45
Restaurantes,Aguascalientes,7/17/2016,32
Restaurantes,Aguascalientes,7/24/2016,46
Restaurantes,Aguascalientes,7/31/2016,30
Restaurantes,Aguascalientes,8/7/2016,22
Restaurantes,Aguascalientes,8/14/2016,43
Restaurantes,Aguascalientes,8/21/2016,28
Restaurantes,Aguascalientes,8/28/2016,26
Restaurantes,Aguascalientes,9/4/2016,34
Restaurantes,Aguascalientes,9/11/2016,53
Restaurantes,Aguascalientes,9/18/2016,38
Restaurantes,Aguascalientes,9/25/2016,44
Restaurantes,Aguascalientes,10/2/2016,41
Restaurantes,Aguascalientes,10/9/2016,42
Restaurantes,Aguascalientes,10/16/2016,33
Restaurantes,Aguascalientes,10/23/2016,41
Restaurantes,Aguascalientes,10/30/2016,38
Restaurantes,Aguascalientes,11/6/2016,20
Restaurantes,Aguascalientes,11/13/2016,61
Restaurantes,Aguascalientes,11/20/2016,47
Restaurantes,Aguascalientes,11/27/2016,34
Restaurantes,Aguascalientes,12/4/2016,59
Restaurantes,Aguascalientes,12/11/2016,61
Restaurantes,Aguascalientes,12/18/2016,44
Restaurantes,Aguascalientes,12/25/2016,45
Restaurantes,Aguascalientes,1/1/2017,55
Restaurantes,Aguascalientes,1/8/2017,55
Restaurantes,Aguascalientes,1/15/2017,23
Restaurantes,Aguascalientes,1/22/2017,40
Restaurantes,Aguascalientes,1/29/2017,39
Restaurantes,Aguascalientes,2/5/2017,49
Restaurantes,Aguascalientes,2/12/2017,49
Restaurantes,Aguascalientes,2/19/2017,51
Restaurantes,Aguascalientes,2/26/2017,37
Restaurantes,Aguascalientes,3/5/2017,41
Restaurantes,Aguascalientes,3/12/2017,41
Restaurantes,Aguascalientes,3/19/2017,44
Restaurantes,Aguascalientes,3/26/2017,32
Restaurantes,Aguascalientes,4/2/2017,51
Restaurantes,Aguascalientes,4/9/2017,43
Restaurantes,Aguascalientes,4/16/2017,31
Restaurantes,Aguascalientes,4/23/2017,42
Restaurantes,Aguascalientes,4/30/2017,42
Restaurantes,Aguascalientes,5/7/2017,58
Restaurantes,Aguascalientes,5/14/2017,47
Restaurantes,Aguascalientes,5/21/2017,53
Restaurantes,Aguascalientes,5/28/2017,41
Restaurantes,Aguascalientes,6/4/2017,24
Restaurantes,Aguascalientes,6/11/2017,40
Restaurantes,Aguascalientes,6/18/2017,46
Restaurantes,Aguascalientes,6/25/2017,56
Restaurantes,Aguascalientes,7/2/2017,26
Restaurantes,Aguascalientes,7/9/2017,33
Restaurantes,Aguascalientes,7/16/2017,46
Restaurantes,Aguascalientes,7/23/2017,55
Restaurantes,Aguascalientes,7/30/2017,63
Restaurantes,Aguascalientes,8/6/2017,46
Restaurantes,Aguascalientes,8/13/2017,39
Restaurantes,Aguascalientes,8/20/2017,36
Restaurantes,Aguascalientes,8/27/2017,60
Restaurantes,Aguascalientes,9/3/2017,48
Restaurantes,Aguascalientes,9/10/2017,56
Restaurantes,Aguascalientes,9/17/2017,31
Restaurantes,Aguascalientes,9/24/2017,36
Restaurantes,Aguascalientes,10/1/2017,71
Restaurantes,Aguascalientes,10/8/2017,56
Restaurantes,Aguascalientes,10/15/2017,56
Restaurantes,Aguascalientes,10/22/2017,51
Restaurantes,Aguascalientes,10/29/2017,60
Restaurantes,Aguascalientes,11/5/2017,63
Restaurantes,Aguascalientes,11/12/2017,29
Restaurantes,Aguascalientes,11/19/2017,32
Restaurantes,Aguascalientes,11/26/2017,45
Restaurantes,Aguascalientes,12/3/2017,58
Restaurantes,Aguascalientes,12/10/2017,54
Restaurantes,Aguascalientes,12/17/2017,60
Restaurantes,Aguascalientes,12/24/2017,71
Restaurantes,Aguascalientes,12/31/2017,45
Restaurantes,Aguascalientes,1/7/2018,45
Restaurantes,Aguascalientes,1/14/2018,40
Restaurantes,Aguascalientes,1/21/2018,26
Restaurantes,Aguascalientes,1/28/2018,44
Restaurantes,Aguascalientes,2/4/2018,47
Restaurantes,Aguascalientes,2/11/2018,57
Restaurantes,Aguascalientes,2/18/2018,35
Restaurantes,Aguascalientes,2/25/2018,45
Restaurantes,Aguascalientes,3/4/2018,48
Restaurantes,Aguascalientes,3/11/2018,28
Restaurantes,Aguascalientes,3/18/2018,39
Restaurantes,Aguascalientes,3/25/2018,73
Restaurantes,Aguascalientes,4/1/2018,49
Restaurantes,Aguascalientes,4/8/2018,44
Restaurantes,Aguascalientes,4/15/2018,70
Restaurantes,Aguascalientes,4/22/2018,62
Restaurantes,Aguascalientes,4/29/2018,56
Restaurantes,Aguascalientes,5/6/2018,56
Restaurantes,Aguascalientes,5/13/2018,53
Restaurantes,Aguascalientes,5/20/2018,40
Restaurantes,Aguascalientes,5/27/2018,85
Restaurantes,Aguascalientes,6/3/2018,53
Restaurantes,Aguascalientes,6/10/2018,45
Restaurantes,Aguascalientes,6/17/2018,44
Restaurantes,Aguascalientes,6/24/2018,49
Restaurantes,Aguascalientes,7/1/2018,80
Restaurantes,Aguascalientes,7/8/2018,53
Restaurantes,Aguascalientes,7/15/2018,57
Restaurantes,Aguascalientes,7/22/2018,56
Restaurantes,Aguascalientes,7/29/2018,53
Restaurantes,Aguascalientes,8/5/2018,65
Restaurantes,Aguascalientes,8/12/2018,31
Restaurantes,Aguascalientes,8/19/2018,34
Restaurantes,Aguascalientes,8/26/2018,53
Restaurantes,Aguascalientes,9/2/2018,56
Restaurantes,Aguascalientes,9/9/2018,47
Restaurantes,Aguascalientes,9/16/2018,30
Restaurantes,Aguascalientes,9/23/2018,52
Restaurantes,Aguascalientes,9/30/2018,58
Restaurantes,Aguascalientes,10/7/2018,63
Restaurantes,Aguascalientes,10/14/2018,48
Restaurantes,Aguascalientes,10/21/2018,41
Restaurantes,Aguascalientes,10/28/2018,57
Restaurantes,Aguascalientes,11/4/2018,47
Restaurantes,Aguascalientes,11/11/2018,63
Restaurantes,Aguascalientes,11/18/2018,46
Restaurantes,Aguascalientes,11/25/2018,62
Restaurantes,Aguascalientes,12/2/2018,56
Restaurantes,Aguascalientes,12/9/2018,60
Restaurantes,Aguascalientes,12/16/2018,52
Restaurantes,Aguascalientes,12/23/2018,46
Restaurantes,Aguascalientes,12/30/2018,65
Restaurantes,Aguascalientes,1/6/2019,54
Restaurantes,Aguascalientes,1/13/2019,66
Restaurantes,Aguascalientes,1/20/2019,44
Restaurantes,Aguascalientes,1/27/2019,74
Restaurantes,Aguascalientes,2/3/2019,51
Restaurantes,Aguascalientes,2/10/2019,44
Restaurantes,Aguascalientes,2/17/2019,80
Restaurantes,Aguascalientes,2/24/2019,69
Restaurantes,Aguascalientes,3/3/2019,58
Restaurantes,Aguascalientes,3/10/2019,49
Restaurantes,Aguascalientes,3/17/2019,64
Restaurantes,Aguascalientes,3/24/2019,73
Restaurantes,Aguascalientes,3/31/2019,64
Restaurantes,Aguascalientes,4/7/2019,56
Restaurantes,Aguascalientes,4/14/2019,87
Restaurantes,Aguascalientes,4/21/2019,52
Restaurantes,Aguascalientes,4/28/2019,52
Restaurantes,Aguascalientes,5/5/2019,57
Restaurantes,Aguascalientes,5/12/2019,56
Restaurantes,Aguascalientes,5/19/2019,58
Restaurantes,Aguascalientes,5/26/2019,70
Restaurantes,Aguascalientes,6/2/2019,55
Restaurantes,Aguascalientes,6/9/2019,77
Restaurantes,Aguascalientes,6/16/2019,64
Restaurantes,Aguascalientes,6/23/2019,82
Restaurantes,Aguascalientes,6/30/2019,58
Restaurantes,Aguascalientes,7/7/2019,62
Restaurantes,Aguascalientes,7/14/2019,78
Restaurantes,Aguascalientes,7/21/2019,80
Restaurantes,Aguascalientes,7/28/2019,68
Restaurantes,Aguascalientes,8/4/2019,76
Restaurantes,Aguascalientes,8/11/2019,60
Restaurantes,Aguascalientes,8/18/2019,60
Restaurantes,Aguascalientes,8/25/2019,79
Restaurantes,Aguascalientes,9/1/2019,93
Restaurantes,Aguascalientes,9/8/2019,71
Restaurantes,Aguascalientes,9/15/2019,75
Restaurantes,Aguascalientes,9/22/2019,62
Restaurantes,Aguascalientes,9/29/2019,54
Restaurantes,Aguascalientes,10/6/2019,60
Restaurantes,Aguascalientes,10/13/2019,62
Restaurantes,Aguascalientes,10/20/2019,63
Restaurantes,Aguascalientes,10/27/2019,54
Restaurantes,Aguascalientes,11/3/2019,76
Restaurantes,Aguascalientes,11/10/2019,65
Restaurantes,Aguascalientes,11/17/2019,76
Restaurantes,Aguascalientes,11/24/2019,67
Restaurantes,Aguascalientes,12/1/2019,58
Restaurantes,Aguascalientes,12/8/2019,72
Restaurantes,Aguascalientes,12/15/2019,83
Restaurantes,Aguascalientes,12/22/2019,68
Restaurantes,Aguascalientes,12/29/2019,88
Restaurantes,Aguascalientes,1/5/2020,52
Restaurantes,Aguascalientes,1/12/2020,62
Restaurantes,Aguascalientes,1/19/2020,52
Restaurantes,Aguascalientes,1/26/2020,50
Restaurantes,Aguascalientes,2/2/2020,61
Restaurantes,Aguascalientes,2/9/2020,61
Restaurantes,Aguascalientes,2/16/2020,64
Restaurantes,Aguascalientes,2/23/2020,71
Restaurantes,Aguascalientes,3/1/2020,58
Restaurantes,Aguascalientes,3/8/2020,60
Restaurantes,Aguascalientes,3/15/2020,51
Restaurantes,Aguascalientes,3/22/2020,48
Restaurantes,Aguascalientes,3/29/2020,69
Restaurantes,Aguascalientes,4/5/2020,55
Restaurantes,Aguascalientes,4/12/2020,88
Restaurantes,Aguascalientes,4/19/2020,65
Restaurantes,Aguascalientes,4/26/2020,92
Restaurantes,Aguascalientes,5/3/2020,55
Restaurantes,Aguascalientes,5/10/2020,81
Restaurantes,Aguascalientes,5/17/2020,87
Restaurantes,Aguascalientes,5/24/2020,90
Restaurantes,Aguascalientes,5/31/2020,64
Restaurantes,Aguascalientes,6/7/2020,52
Restaurantes,Aguascalientes,6/14/2020,48
Restaurantes,Aguascalientes,6/21/2020,45
Restaurantes,Aguascalientes,6/28/2020,90
Restaurantes,Aguascalientes,7/5/2020,51
Restaurantes,Aguascalientes,7/12/2020,69
Restaurantes,Aguascalientes,7/19/2020,65
Restaurantes,Aguascalientes,7/26/2020,56
Restaurantes,Aguascalientes,8/2/2020,67
Restaurantes,Aguascalientes,8/9/2020,85
Restaurantes,Aguascalientes,8/16/2020,70
Restaurantes,Aguascalientes,8/23/2020,68
Restaurantes,Aguascalientes,8/30/2020,70
Restaurantes,Aguascalientes,9/6/2020,48
Restaurantes,Aguascalientes,9/13/2020,68
Restaurantes,Aguascalientes,9/20/2020,45
Restaurantes,Aguascalientes,9/27/2020,62
Restaurantes,Aguascalientes,10/4/2020,67
Restaurantes,Aguascalientes,10/11/2020,97
Restaurantes,Aguascalientes,10/18/2020,89
Restaurantes,Aguascalientes,10/25/2020,75
Restaurantes,Aguascalientes,11/1/2020,68
Restaurantes,Aguascalientes,11/8/2020,53
Restaurantes,Aguascalientes,11/15/2020,75
Restaurantes,Aguascalientes,11/22/2020,57
Restaurantes,Aguascalientes,11/29/2020,77
Restaurantes,Aguascalientes,12/6/2020,51
Restaurantes,Aguascalientes,12/13/2020,67
Restaurantes,Aguascalientes,12/20/2020,100
Restaurantes,Aguascalientes,12/27/2020,79
Restaurantes,Aguascalientes,1/3/2021,37
Restaurantes,Aguascalientes,1/10/2021,56
Restaurantes,Aguascalientes,1/17/2021,72
Restaurantes,Aguascalientes,1/24/2021,70
Restaurantes,Aguascalientes,1/31/2021,59
Restaurantes,Aguascalientes,2/7/2021,64
Restaurantes,Aguascalientes,2/14/2021,69
Restaurantes,Aguascalientes,2/21/2021,73
Restaurantes,Aguascalientes,2/28/2021,77
Restaurantes,Aguascalientes,3/7/2021,57
Restaurantes,Aguascalientes,3/14/2021,71
Restaurantes,Aguascalientes,3/21/2021,83
Restaurantes,Aguascalientes,3/28/2021,59
Restaurantes,Aguascalientes,4/4/2021,69
Restaurantes,Aguascalientes,4/11/2021,47
Restaurantes,Aguascalientes,4/18/2021,61
Restaurantes,Aguascalientes,4/25/2021,96
Restaurantes,Aguascalientes,5/2/2021,88
Restaurantes,Aguascalientes,5/9/2021,80
Restaurantes,Aguascalientes,5/16/2021,63
Restaurantes,Aguascalientes,5/23/2021,99
Restaurantes,Aguascalientes,5/30/2021,93
Restaurantes,Aguascalientes,6/6/2021,71
Restaurantes,Baja California,6/19/2016,65
Restaurantes,Baja California,6/26/2016,53
Restaurantes,Baja California,7/3/2016,66
Restaurantes,Baja California,7/10/2016,65
Restaurantes,Baja California,7/17/2016,69
Restaurantes,Baja California,7/24/2016,58
Restaurantes,Baja California,7/31/2016,63
Restaurantes,Baja California,8/7/2016,51
Restaurantes,Baja California,8/14/2016,70
Restaurantes,Baja California,8/21/2016,69
Restaurantes,Baja California,8/28/2016,59
Restaurantes,Baja California,9/4/2016,68
Restaurantes,Baja California,9/11/2016,59
Restaurantes,Baja California,9/18/2016,66
Restaurantes,Baja California,9/25/2016,63
Restaurantes,Baja California,10/2/2016,55
Restaurantes,Baja California,10/9/2016,66
Restaurantes,Baja California,10/16/2016,67
Restaurantes,Baja California,10/23/2016,57
Restaurantes,Baja California,10/30/2016,60
Restaurantes,Baja California,11/6/2016,62
Restaurantes,Baja California,11/13/2016,59
Restaurantes,Baja California,11/20/2016,67
Restaurantes,Baja California,11/27/2016,66
Restaurantes,Baja California,12/4/2016,57
Restaurantes,Baja California,12/11/2016,77
Restaurantes,Baja California,12/18/2016,69
Restaurantes,Baja California,12/25/2016,62
Restaurantes,Baja California,1/1/2017,68
Restaurantes,Baja California,1/8/2017,53
Restaurantes,Baja California,1/15/2017,56
Restaurantes,Baja California,1/22/2017,71
Restaurantes,Baja California,1/29/2017,51
Restaurantes,Baja California,2/5/2017,65
Restaurantes,Baja California,2/12/2017,83
Restaurantes,Baja California,2/19/2017,54
Restaurantes,Baja California,2/26/2017,73
Restaurantes,Baja California,3/5/2017,49
Restaurantes,Baja California,3/12/2017,57
Restaurantes,Baja California,3/19/2017,58
Restaurantes,Baja California,3/26/2017,60
Restaurantes,Baja California,4/2/2017,57
Restaurantes,Baja California,4/9/2017,59
Restaurantes,Baja California,4/16/2017,60
Restaurantes,Baja California,4/23/2017,67
Restaurantes,Baja California,4/30/2017,64
Restaurantes,Baja California,5/7/2017,65
Restaurantes,Baja California,5/14/2017,69
Restaurantes,Baja California,5/21/2017,59
Restaurantes,Baja California,5/28/2017,76
Restaurantes,Baja California,6/4/2017,70
Restaurantes,Baja California,6/11/2017,65
Restaurantes,Baja California,6/18/2017,73
Restaurantes,Baja California,6/25/2017,58
Restaurantes,Baja California,7/2/2017,67
Restaurantes,Baja California,7/9/2017,72
Restaurantes,Baja California,7/16/2017,80
Restaurantes,Baja California,7/23/2017,72
Restaurantes,Baja California,7/30/2017,71
Restaurantes,Baja California,8/6/2017,63
Restaurantes,Baja California,8/13/2017,78
Restaurantes,Baja California,8/20/2017,46
Restaurantes,Baja California,8/27/2017,69
Restaurantes,Baja California,9/3/2017,63
Restaurantes,Baja California,9/10/2017,59
Restaurantes,Baja California,9/17/2017,49
Restaurantes,Baja California,9/24/2017,50
Restaurantes,Baja California,10/1/2017,58
Restaurantes,Baja California,10/8/2017,56
Restaurantes,Baja California,10/15/2017,54
Restaurantes,Baja California,10/22/2017,66
Restaurantes,Baja California,10/29/2017,56
Restaurantes,Baja California,11/5/2017,60
Restaurantes,Baja California,11/12/2017,62
Restaurantes,Baja California,11/19/2017,59
Restaurantes,Baja California,11/26/2017,58
Restaurantes,Baja California,12/3/2017,60
Restaurantes,Baja California,12/10/2017,66
Restaurantes,Baja California,12/17/2017,70
Restaurantes,Baja California,12/24/2017,65
Restaurantes,Baja California,12/31/2017,71
Restaurantes,Baja California,1/7/2018,58
Restaurantes,Baja California,1/14/2018,72
Restaurantes,Baja California,1/21/2018,53
Restaurantes,Baja California,1/28/2018,63
Restaurantes,Baja California,2/4/2018,63
Restaurantes,Baja California,2/11/2018,68
Restaurantes,Baja California,2/18/2018,57
Restaurantes,Baja California,2/25/2018,60
Restaurantes,Baja California,3/4/2018,62
Restaurantes,Baja California,3/11/2018,70
Restaurantes,Baja California,3/18/2018,67
Restaurantes,Baja California,3/25/2018,62
Restaurantes,Baja California,4/1/2018,74
Restaurantes,Baja California,4/8/2018,59
Restaurantes,Baja California,4/15/2018,57
Restaurantes,Baja California,4/22/2018,72
Restaurantes,Baja California,4/29/2018,70
Restaurantes,Baja California,5/6/2018,76
Restaurantes,Baja California,5/13/2018,60
Restaurantes,Baja California,5/20/2018,70
Restaurantes,Baja California,5/27/2018,72
Restaurantes,Baja California,6/3/2018,73
Restaurantes,Baja California,6/10/2018,69
Restaurantes,Baja California,6/17/2018,65
Restaurantes,Baja California,6/24/2018,72
Restaurantes,Baja California,7/1/2018,82
Restaurantes,Baja California,7/8/2018,70
Restaurantes,Baja California,7/15/2018,80
Restaurantes,Baja California,7/22/2018,71
Restaurantes,Baja California,7/29/2018,73
Restaurantes,Baja California,8/5/2018,79
Restaurantes,Baja California,8/12/2018,67
Restaurantes,Baja California,8/19/2018,71
Restaurantes,Baja California,8/26/2018,65
Restaurantes,Baja California,9/2/2018,62
Restaurantes,Baja California,9/9/2018,51
Restaurantes,Baja California,9/16/2018,60
Restaurantes,Baja California,9/23/2018,65
Restaurantes,Baja California,9/30/2018,70
Restaurantes,Baja California,10/7/2018,66
Restaurantes,Baja California,10/14/2018,64
Restaurantes,Baja California,10/21/2018,56
Restaurantes,Baja California,10/28/2018,63
Restaurantes,Baja California,11/4/2018,60
Restaurantes,Baja California,11/11/2018,66
Restaurantes,Baja California,11/18/2018,64
Restaurantes,Baja California,11/25/2018,62
Restaurantes,Baja California,12/2/2018,57
Restaurantes,Baja California,12/9/2018,58
Restaurantes,Baja California,12/16/2018,70
Restaurantes,Baja California,12/23/2018,70
Restaurantes,Baja California,12/30/2018,75
Restaurantes,Baja California,1/6/2019,76
Restaurantes,Baja California,1/13/2019,69
Restaurantes,Baja California,1/20/2019,72
Restaurantes,Baja California,1/27/2019,68
Restaurantes,Baja California,2/3/2019,66
Restaurantes,Baja California,2/10/2019,75
Restaurantes,Baja California,2/17/2019,70
Restaurantes,Baja California,2/24/2019,75
Restaurantes,Baja California,3/3/2019,71
Restaurantes,Baja California,3/10/2019,62
Restaurantes,Baja California,3/17/2019,72
Restaurantes,Baja California,3/24/2019,65
Restaurantes,Baja California,3/31/2019,81
Restaurantes,Baja California,4/7/2019,66
Restaurantes,Baja California,4/14/2019,72
Restaurantes,Baja California,4/21/2019,62
Restaurantes,Baja California,4/28/2019,60
Restaurantes,Baja California,5/5/2019,74
Restaurantes,Baja California,5/12/2019,64
Restaurantes,Baja California,5/19/2019,65
Restaurantes,Baja California,5/26/2019,80
Restaurantes,Baja California,6/2/2019,65
Restaurantes,Baja California,6/9/2019,80
Restaurantes,Baja California,6/16/2019,66
Restaurantes,Baja California,6/23/2019,80
Restaurantes,Baja California,6/30/2019,77
Restaurantes,Baja California,7/7/2019,64
Restaurantes,Baja California,7/14/2019,68
Restaurantes,Baja California,7/21/2019,82
Restaurantes,Baja California,7/28/2019,80
Restaurantes,Baja California,8/4/2019,77
Restaurantes,Baja California,8/11/2019,80
Restaurantes,Baja California,8/18/2019,82
Restaurantes,Baja California,8/25/2019,79
Restaurantes,Baja California,9/1/2019,78
Restaurantes,Baja California,9/8/2019,73
Restaurantes,Baja California,9/15/2019,82
Restaurantes,Baja California,9/22/2019,73
Restaurantes,Baja California,9/29/2019,69
Restaurantes,Baja California,10/6/2019,66
Restaurantes,Baja California,10/13/2019,65
Restaurantes,Baja California,10/20/2019,62
Restaurantes,Baja California,10/27/2019,81
Restaurantes,Baja California,11/3/2019,69
Restaurantes,Baja California,11/10/2019,66
Restaurantes,Baja California,11/17/2019,74
Restaurantes,Baja California,11/24/2019,74
Restaurantes,Baja California,12/1/2019,70
Restaurantes,Baja California,12/8/2019,69
Restaurantes,Baja California,12/15/2019,64
Restaurantes,Baja California,12/22/2019,74
Restaurantes,Baja California,12/29/2019,94
Restaurantes,Baja California,1/5/2020,56
Restaurantes,Baja California,1/12/2020,64
Restaurantes,Baja California,1/19/2020,65
Restaurantes,Baja California,1/26/2020,69
Restaurantes,Baja California,2/2/2020,69
Restaurantes,Baja California,2/9/2020,76
Restaurantes,Baja California,2/16/2020,59
Restaurantes,Baja California,2/23/2020,75
Restaurantes,Baja California,3/1/2020,77
Restaurantes,Baja California,3/8/2020,57
Restaurantes,Baja California,3/15/2020,48
Restaurantes,Baja California,3/22/2020,71
Restaurantes,Baja California,3/29/2020,53
Restaurantes,Baja California,4/5/2020,65
Restaurantes,Baja California,4/12/2020,64
Restaurantes,Baja California,4/19/2020,56
Restaurantes,Baja California,4/26/2020,82
Restaurantes,Baja California,5/3/2020,53
Restaurantes,Baja California,5/10/2020,71
Restaurantes,Baja California,5/17/2020,69
Restaurantes,Baja California,5/24/2020,61
Restaurantes,Baja California,5/31/2020,70
Restaurantes,Baja California,6/7/2020,63
Restaurantes,Baja California,6/14/2020,75
Restaurantes,Baja California,6/21/2020,77
Restaurantes,Baja California,6/28/2020,84
Restaurantes,Baja California,7/5/2020,77
Restaurantes,Baja California,7/12/2020,89
Restaurantes,Baja California,7/19/2020,74
Restaurantes,Baja California,7/26/2020,69
Restaurantes,Baja California,8/2/2020,87
Restaurantes,Baja California,8/9/2020,81
Restaurantes,Baja California,8/16/2020,80
Restaurantes,Baja California,8/23/2020,69
Restaurantes,Baja California,8/30/2020,76
Restaurantes,Baja California,9/6/2020,78
Restaurantes,Baja California,9/13/2020,82
Restaurantes,Baja California,9/20/2020,83
Restaurantes,Baja California,9/27/2020,78
Restaurantes,Baja California,10/4/2020,81
Restaurantes,Baja California,10/11/2020,90
Restaurantes,Baja California,10/18/2020,77
Restaurantes,Baja California,10/25/2020,83
Restaurantes,Baja California,11/1/2020,77
Restaurantes,Baja California,11/8/2020,63
Restaurantes,Baja California,11/15/2020,80
Restaurantes,Baja California,11/22/2020,74
Restaurantes,Baja California,11/29/2020,68
Restaurantes,Baja California,12/6/2020,81
Restaurantes,Baja California,12/13/2020,73
Restaurantes,Baja California,12/20/2020,86
Restaurantes,Baja California,12/27/2020,80
Restaurantes,Baja California,1/3/2021,69
Restaurantes,Baja California,1/10/2021,78
Restaurantes,Baja California,1/17/2021,67
Restaurantes,Baja California,1/24/2021,72
Restaurantes,Baja California,1/31/2021,76
Restaurantes,Baja California,2/7/2021,87
Restaurantes,Baja California,2/14/2021,78
Restaurantes,Baja California,2/21/2021,75
Restaurantes,Baja California,2/28/2021,84
Restaurantes,Baja California,3/7/2021,82
Restaurantes,Baja California,3/14/2021,80
Restaurantes,Baja California,3/21/2021,79
Restaurantes,Baja California,3/28/2021,75
Restaurantes,Baja California,4/4/2021,86
Restaurantes,Baja California,4/11/2021,84
Restaurantes,Baja California,4/18/2021,80
Restaurantes,Baja California,4/25/2021,78
Restaurantes,Baja California,5/2/2021,83
Restaurantes,Baja California,5/9/2021,95
Restaurantes,Baja California,5/16/2021,91
Restaurantes,Baja California,5/23/2021,98
Restaurantes,Baja California,5/30/2021,100
Restaurantes,Baja California,6/6/2021,71
Restaurantes,Baja California Sur,6/19/2016,27
Restaurantes,Baja California Sur,6/26/2016,41
Restaurantes,Baja California Sur,7/3/2016,25
Restaurantes,Baja California Sur,7/10/2016,45
Restaurantes,Baja California Sur,7/17/2016,74
Restaurantes,Baja California Sur,7/24/2016,40
Restaurantes,Baja California Sur,7/31/2016,22
Restaurantes,Baja California Sur,8/7/2016,29
Restaurantes,Baja California Sur,8/14/2016,23
Restaurantes,Baja California Sur,8/21/2016,57
Restaurantes,Baja California Sur,8/28/2016,42
Restaurantes,Baja California Sur,9/4/2016,30
Restaurantes,Baja California Sur,9/11/2016,48
Restaurantes,Baja California Sur,9/18/2016,38
Restaurantes,Baja California Sur,9/25/2016,24
Restaurantes,Baja California Sur,10/2/2016,35
Restaurantes,Baja California Sur,10/9/2016,45
Restaurantes,Baja California Sur,10/16/2016,37
Restaurantes,Baja California Sur,10/23/2016,38
Restaurantes,Baja California Sur,10/30/2016,38
Restaurantes,Baja California Sur,11/6/2016,49
Restaurantes,Baja California Sur,11/13/2016,64
Restaurantes,Baja California Sur,11/20/2016,34
Restaurantes,Baja California Sur,11/27/2016,41
Restaurantes,Baja California Sur,12/4/2016,49
Restaurantes,Baja California Sur,12/11/2016,33
Restaurantes,Baja California Sur,12/18/2016,47
Restaurantes,Baja California Sur,12/25/2016,45
Restaurantes,Baja California Sur,1/1/2017,85
Restaurantes,Baja California Sur,1/8/2017,55
Restaurantes,Baja California Sur,1/15/2017,46
Restaurantes,Baja California Sur,1/22/2017,51
Restaurantes,Baja California Sur,1/29/2017,42
Restaurantes,Baja California Sur,2/5/2017,45
Restaurantes,Baja California Sur,2/12/2017,48
Restaurantes,Baja California Sur,2/19/2017,48
Restaurantes,Baja California Sur,2/26/2017,57
Restaurantes,Baja California Sur,3/5/2017,67
Restaurantes,Baja California Sur,3/12/2017,57
Restaurantes,Baja California Sur,3/19/2017,35
Restaurantes,Baja California Sur,3/26/2017,42
Restaurantes,Baja California Sur,4/2/2017,43
Restaurantes,Baja California Sur,4/9/2017,44
Restaurantes,Baja California Sur,4/16/2017,27
Restaurantes,Baja California Sur,4/23/2017,53
Restaurantes,Baja California Sur,4/30/2017,37
Restaurantes,Baja California Sur,5/7/2017,45
Restaurantes,Baja California Sur,5/14/2017,36
Restaurantes,Baja California Sur,5/21/2017,66
Restaurantes,Baja California Sur,5/28/2017,64
Restaurantes,Baja California Sur,6/4/2017,39
Restaurantes,Baja California Sur,6/11/2017,40
Restaurantes,Baja California Sur,6/18/2017,44
Restaurantes,Baja California Sur,6/25/2017,49
Restaurantes,Baja California Sur,7/2/2017,41
Restaurantes,Baja California Sur,7/9/2017,37
Restaurantes,Baja California Sur,7/16/2017,46
Restaurantes,Baja California Sur,7/23/2017,34
Restaurantes,Baja California Sur,7/30/2017,47
Restaurantes,Baja California Sur,8/6/2017,36
Restaurantes,Baja California Sur,8/13/2017,51
Restaurantes,Baja California Sur,8/20/2017,69
Restaurantes,Baja California Sur,8/27/2017,39
Restaurantes,Baja California Sur,9/3/2017,41
Restaurantes,Baja California Sur,9/10/2017,51
Restaurantes,Baja California Sur,9/17/2017,27
Restaurantes,Baja California Sur,9/24/2017,35
Restaurantes,Baja California Sur,10/1/2017,43
Restaurantes,Baja California Sur,10/8/2017,37
Restaurantes,Baja California Sur,10/15/2017,43
Restaurantes,Baja California Sur,10/22/2017,55
Restaurantes,Baja California Sur,10/29/2017,48
Restaurantes,Baja California Sur,11/5/2017,34
Restaurantes,Baja California Sur,11/12/2017,44
Restaurantes,Baja California Sur,11/19/2017,39
Restaurantes,Baja California Sur,11/26/2017,44
Restaurantes,Baja California Sur,12/3/2017,48
Restaurantes,Baja California Sur,12/10/2017,47
Restaurantes,Baja California Sur,12/17/2017,54
Restaurantes,Baja California Sur,12/24/2017,61
Restaurantes,Baja California Sur,12/31/2017,90
Restaurantes,Baja California Sur,1/7/2018,41
Restaurantes,Baja California Sur,1/14/2018,53
Restaurantes,Baja California Sur,1/21/2018,33
Restaurantes,Baja California Sur,1/28/2018,45
Restaurantes,Baja California Sur,2/4/2018,56
Restaurantes,Baja California Sur,2/11/2018,58
Restaurantes,Baja California Sur,2/18/2018,38
Restaurantes,Baja California Sur,2/25/2018,66
Restaurantes,Baja California Sur,3/4/2018,53
Restaurantes,Baja California Sur,3/11/2018,52
Restaurantes,Baja California Sur,3/18/2018,57
Restaurantes,Baja California Sur,3/25/2018,70
Restaurantes,Baja California Sur,4/1/2018,48
Restaurantes,Baja California Sur,4/8/2018,43
